,發生時間,事故類別名稱,發生地點,事故類型及型態子類別名稱,肇因研判子類別名稱-主要,死亡受傷人數,經度,緯度,車種,機車,,小客車,人,慢車,小貨車,軍車,大貨車,曳引車,大客車,半聯結車,特種車,全聯結車,其他車,日期,時間,死亡,受傷,縣市
281752,2022-10-12 07:43:00,A2,澎湖縣馬公市縣203線 2公里500.0公尺處口,側撞,違反特定標誌(線)禁制,死亡0;受傷2,119.582522,23.569768,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-12,07:43:00,0,2,澎湖縣
282311,2022-10-12 15:33:00,A2,澎湖縣馬公市東文里文學路口 / 澎湖縣馬公市東文里民富街口,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.582096,23.562128,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-10-12,15:33:00,0,1,澎湖縣
282445,2022-10-12 17:16:00,A2,澎湖縣馬公市光復里水源路口 / 澎湖縣馬公市光復里北辰街口,路口交岔撞,未依規定讓車,死亡0;受傷3,119.571663,23.569798,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-10-12,17:16:00,0,3,澎湖縣
282574,2022-10-12 18:21:00,A2,澎湖縣馬公市西衛里六合路口 / 澎湖縣馬公市朝陽里六合路口,側撞,未依規定讓車,死亡0;受傷4,119.581207,23.573449,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客); 4: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-10-12,18:21:00,0,4,澎湖縣
282591,2022-10-12 18:29:00,A2,澎湖縣馬公市陽明里新生路口 / 澎湖縣馬公市陽明里永泰街口,撞工程施工,未注意車前狀態,死亡0;受傷1,119.577017,23.568756,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-10-12,18:29:00,0,1,澎湖縣
282727,2022-10-12 21:05:00,A2,澎湖縣馬公市光榮里民族路151號前0.0公尺北側,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.56781,23.575214,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-12,21:05:00,0,1,澎湖縣
282732,2022-10-12 21:13:00,A2,澎湖縣馬公市澎28號道1公里處道路,同向通行中,未注意車前狀態,死亡0;受傷1,119.591696,23.560063,1: 機車 (普通重型); 2: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-10-12,21:13:00,0,1,澎湖縣
283028,2022-10-13 08:16:00,A2,澎湖縣馬公市中華路口 / 澎湖縣馬公市大仁街口,側撞,未依規定讓車,死亡0;受傷2,119.572467,23.570962,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-13,08:16:00,0,2,澎湖縣
283674,2022-10-13 18:07:00,A2,澎湖縣湖西鄉澎19號線 2公里東側向外側,追撞,未保持行車安全距離,死亡0;受傷1,119.651227,23.568085,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-13,18:07:00,0,1,澎湖縣
284084,2022-10-14 07:55:00,A2,澎湖縣馬公市縣204線 1公里880.0公尺處西側向外側,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.596772,23.560061,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-10-14,07:55:00,0,1,澎湖縣
284441,2022-10-14 12:57:00,A2,澎湖縣白沙鄉縣203線 12公里700.0公尺處北側向外側,撞路樹、電桿,未注意車前狀態,死亡0;受傷1,119.597253,23.63856,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-10-14,12:57:00,0,1,澎湖縣
284652,2022-10-14 16:58:00,A2,澎湖縣湖西鄉澎19號線 500.0公尺處南側向外側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷3,119.656996,23.580143,1: 機車 (普通重型); 2:  (); 3: 人 (乘客); 4: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-10-14,16:58:00,0,3,澎湖縣
284775,2022-10-14 18:01:00,A2,澎湖縣馬公市永壽街81號前岔路口,側撞,左轉彎未依規定,死亡0;受傷1,119.581001,23.565415,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-14,18:01:00,0,1,澎湖縣
284929,2022-10-14 19:42:00,A2,澎湖縣馬公市中華路與治平路岔路口附近,側撞,逆向行駛,死亡0;受傷2,119.569802,23.569369,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-14,19:42:00,0,2,澎湖縣
285175,2022-10-15 07:02:00,A2,澎湖縣馬公市縣202線 950.0公尺處東側向外側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.607885,23.569702,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-10-15,07:02:00,0,1,澎湖縣
285296,2022-10-15 09:33:00,A2,澎湖縣馬公市新營路11號旁岔路口,對向擦撞,左轉彎未依規定,死亡0;受傷1,119.572237,23.566059,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-10-15,09:33:00,0,1,澎湖縣
285714,2022-10-15 17:03:00,A2,澎湖縣馬公市石泉里縣204線道口 / 澎湖縣馬公市石泉里澎23號道口,側撞,未依規定讓車,死亡0;受傷1,119.598118,23.559465,1: 大貨車 (自用); 2: 機車 (普通重型),普通重型,,,,,,,自用,,,,,,,2022-10-15,17:03:00,0,1,澎湖縣
285892,2022-10-15 19:57:00,A2,澎湖縣馬公市菜園里6之2號前岔路口,側撞,未依規定讓車,死亡0;受傷1,119.597137,23.553887,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-10-15,19:57:00,0,1,澎湖縣
286269,2022-10-16 11:31:00,A2,澎湖縣馬公市東文里新店路535號口,追撞,未注意車前狀態,死亡0;受傷2,119.584839,23.563567,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-10-16,11:31:00,0,2,澎湖縣
286397,2022-10-16 14:36:00,A2,澎湖縣馬公市縣204線 150.0公尺處東側向外側,同向擦撞,違規超車,死亡0;受傷1,119.582473,23.569405,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-10-16,14:36:00,0,1,澎湖縣
286600,2022-10-16 19:08:00,A2,澎湖縣馬公市長安里中正路口 / 澎湖縣馬公市長安里光明路口,穿越道路中,未注意車前狀態,死亡0;受傷1,119.565415,23.56631,1: 小客車 (自用); 2: 人 (行人),,,自用,行人,,,,,,,,,,,2022-10-16,19:08:00,0,1,澎湖縣
286616,2022-10-16 19:30:00,A2,澎湖縣馬公市馬公市新生路與永順街口東側30公尺處,撞工程施工,未注意車前狀態,死亡0;受傷1,119.576531,23.569071,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-10-16,19:30:00,0,1,澎湖縣
288215,2022-10-18 09:52:00,A2,澎湖縣馬公市朝陽里三多路口 / 澎湖縣馬公市朝陽里光復路口,側撞,違反號誌管制或指揮,死亡0;受傷1,119.575044,23.575794,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-10-18,09:52:00,0,1,澎湖縣
288943,2022-10-19 01:13:00,A2,澎湖縣馬公市縣204線 3公里30.0公尺處東側向外側,衝出路外,未注意車前狀態,死亡0;受傷2,119.606575,23.555311,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-10-19,01:13:00,0,2,澎湖縣
289129,2022-10-19 08:03:00,A2,澎湖縣馬公市文林街口 / 澎湖縣馬公市文林街口,側撞,未依規定讓車,死亡0;受傷1,119.575934,23.574543,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-10-19,08:03:00,0,1,澎湖縣
289229,2022-10-19 09:05:00,A2,澎湖縣馬公市澎25號道2.8公里處岔路口(鎖港段),路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.603942,23.528282,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-10-19,09:05:00,0,1,澎湖縣
289477,2022-10-19 13:58:00,A2,澎湖縣馬公市朝陽里朝陽路口 / 澎湖縣馬公市朝陽里光復路口,路口交岔撞,未依規定讓車,死亡0;受傷3,119.573926,23.573781,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-10-19,13:58:00,0,3,澎湖縣
289773,2022-10-19 18:11:00,A2,澎湖縣馬公市光華里101號前道路,對向擦撞,酒醉(後)駕駛失控,死亡0;受傷1,119.598608,23.560594,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-10-19,18:11:00,0,1,澎湖縣
290131,2022-10-20 07:37:00,A2,澎湖縣馬公市縣204線 2公里350.0公尺處口,追撞,未保持行車安全距離,死亡0;受傷2,119.60049,23.558476,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-20,07:37:00,0,2,澎湖縣
290144,2022-10-20 07:40:00,A2,澎湖縣馬公市西衛里六合路口 / 澎湖縣馬公市朝陽里四維路口,同向擦撞,右轉彎未依規定,死亡0;受傷1,119.580644,23.575653,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-10-20,07:40:00,0,1,澎湖縣
290505,2022-10-20 12:11:00,A2,澎湖縣馬公市光榮里三多路口 / 澎湖縣馬公市光榮里自強街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.569283,23.575472,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-10-20,12:11:00,0,1,澎湖縣
290508,2022-10-20 12:12:00,A2,澎湖縣馬公市五福路201巷8弄8號旁道路,對向擦撞,未靠右行駛,死亡0;受傷1,119.574976,23.581063,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-20,12:12:00,0,1,澎湖縣
290560,2022-10-20 12:58:00,A2,澎湖縣馬公市興仁里45之3號前岔路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.611281,23.549783,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-10-20,12:58:00,0,1,澎湖縣
291056,2022-10-20 20:01:00,A2,澎湖縣馬公市縣204線 2公里550.0公尺處東側向外側,其他,未注意車前狀態,死亡0;受傷1,119.602583,23.557499,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用); 3: 人 (乘客),普通重型,,,乘客,,自用,,,,,,,,,2022-10-20,20:01:00,0,1,澎湖縣
291332,2022-10-21 07:51:00,A2,澎湖縣馬公市縣道201線與吉港路岔路口,其他,違反號誌管制或指揮,死亡0;受傷1,119.600628,23.530479,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-10-21,07:51:00,0,1,澎湖縣
292541,2022-10-22 08:15:00,A2,澎湖縣馬公市中興里民族路口 / 澎湖縣馬公市中興里介壽路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.564749,23.568897,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-10-22,08:15:00,0,1,澎湖縣
292946,2022-10-22 14:08:00,A2,澎湖縣馬公市光復路401之7號旁道路,對向擦撞,未靠右行駛,死亡0;受傷4,119.575809,23.57763,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客); 4: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-10-22,14:08:00,0,4,澎湖縣
293706,2022-10-23 12:35:00,A2,澎湖縣馬公市文學路27號前岔路口,側撞,未依規定讓車,死亡0;受傷2,119.582786,23.567649,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-23,12:35:00,0,2,澎湖縣
293860,2022-10-23 16:35:00,A2,澎湖縣馬公市縣203線 5公里20.0公尺處北側向內側,側撞,未依規定讓車,死亡0;受傷2,119.602838,23.576462,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-23,16:35:00,0,2,澎湖縣
293993,2022-10-23 18:38:00,A2,澎湖縣馬公市東文里民富街口 / 澎湖縣馬公市東文里民富街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.582742,23.562009,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-10-23,18:38:00,0,1,澎湖縣
294132,2022-10-23 23:54:00,A2,澎湖縣馬公市西文里中華路口 / 澎湖縣馬公市西文里六合路口,路口交岔撞,違反號誌管制或指揮,死亡0;受傷1,119.582013,23.569986,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-10-23,23:54:00,0,1,澎湖縣
294639,2022-10-24 13:10:00,A2,澎湖縣馬公市朝陽里林森路口 / 澎湖縣馬公市朝陽里林森路口,倒車撞,倒車未依規定,死亡0;受傷2,119.577004,23.572948,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-24,13:10:00,0,2,澎湖縣
294855,2022-10-24 17:08:00,A2,澎湖縣馬公市東衛里縣202線道路口 / 澎湖縣馬公市東衛里澎21號道路口,同向擦撞,右轉彎未依規定,死亡0;受傷1,119.608637,23.569639,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-10-24,17:08:00,0,1,澎湖縣
294993,2022-10-24 18:14:00,A2,澎湖縣馬公市朝陽里朝陽路口 / 澎湖縣馬公市朝陽里文林街口,側撞,未依規定讓車,死亡0;受傷2,119.575544,23.573682,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-24,18:14:00,0,2,澎湖縣
296526,2022-10-26 08:12:00,A2,澎湖縣馬公市陽明里中華路口 / 澎湖縣馬公市陽明里大智街18巷口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.572172,23.570784,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-26,08:12:00,0,2,澎湖縣
296747,2022-10-26 11:34:00,A2,澎湖縣馬公市東文里新店路口 / 澎湖縣馬公市東文里文學路口,側撞,未依規定讓車,死亡0;受傷2,119.582367,23.563164,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-26,11:34:00,0,2,澎湖縣
296883,2022-10-26 13:19:00,A2,澎湖縣馬公市光明里信義路口 / 澎湖縣馬公市光明里信義路9巷口,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.568212,23.571175,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-10-26,13:19:00,0,1,澎湖縣
297081,2022-10-26 17:04:00,A2,澎湖縣馬公市長安里中正路口 / 澎湖縣馬公市長安里民生路口,同向擦撞,未依規定讓車,死亡0;受傷1,119.565996,23.567626,1: 機車 (普通重型); 2: 小客車 (租賃車),普通重型,,租賃車,,,,,,,,,,,,2022-10-26,17:04:00,0,1,澎湖縣
297613,2022-10-27 07:47:00,A2,澎湖縣馬公市縣204線 2公里650.0公尺處口,側撞,未依規定讓車,死亡0;受傷1,119.603418,23.557117,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-10-27,07:47:00,0,1,澎湖縣
299715,2022-10-28 21:13:00,A2,澎湖縣馬公市光復路口 / 澎湖縣馬公市陽明路口,側撞,未依規定讓車,死亡0;受傷1,119.572346,23.573381,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-10-28,21:13:00,0,1,澎湖縣
299927,2022-10-29 08:35:00,A2,澎湖縣馬公市三多路口 / 澎湖縣馬公市文昌街口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.579131,23.574283,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-10-29,08:35:00,0,2,澎湖縣
301379,2022-10-30 18:02:00,A2,澎湖縣馬公市縣204線 1公里260.0公尺處西側向外側,其他,未注意車前狀態,死亡0;受傷1,119.591634,23.562714,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-10-30,18:02:00,0,1,澎湖縣
302306,2022-10-31 17:07:00,A2,澎湖縣馬公市西文里113號之5前岔路口,側撞,未依規定讓車,死亡0;受傷1,119.581201,23.567684,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-10-31,17:07:00,0,1,澎湖縣
302480,2022-10-31 18:15:00,A2,澎湖縣馬公市三多路與林森路岔路口附近,追撞,未保持行車安全距離,死亡0;受傷1,119.577463,23.574511,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-10-31,18:15:00,0,1,澎湖縣
302973,2022-11-01 08:03:00,A2,澎湖縣馬公市菜園里縣204線道口 / 澎湖縣馬公市菜園里縣205線道路口,側撞,左轉彎未依規定,死亡0;受傷1,119.607809,23.554326,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-11-01,08:03:00,0,1,澎湖縣
303261,2022-11-01 11:37:00,A2,澎湖縣馬公市案山里經國路口 / 澎湖縣馬公市案山里文學路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.580171,23.559155,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-11-01,11:37:00,0,1,澎湖縣
303408,2022-11-01 14:24:00,A2,澎湖縣馬公市光榮里三多路口 / 澎湖縣馬公市光榮里貿商街口,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.573109,23.576969,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-11-01,14:24:00,0,1,澎湖縣
304376,2022-11-02 11:58:00,A2,澎湖縣馬公市東文里新店路口 / 澎湖縣馬公市東文里澎28號道口,其他,未注意車前狀態,死亡0;受傷1,119.585534,23.563737,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-11-02,11:58:00,0,1,澎湖縣
304406,2022-11-02 12:16:00,A2,澎湖縣馬公市縣205線 4公里100.0公尺處,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.576306,23.554137,1: 大貨車 (營業用); 2:  (),,,,,,,,營業用,,,,,,,2022-11-02,12:16:00,0,1,澎湖縣
304584,2022-11-02 16:01:00,A2,澎湖縣湖西鄉林投村縣204線道路口 / 澎湖縣湖西鄉林投村澎19號道路口,側撞,變換車道或方向不當,死亡0;受傷1,119.64819,23.564309,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-11-02,16:01:00,0,1,澎湖縣
305406,2022-11-03 10:51:00,A2,澎湖縣白沙鄉鎮海村17-5號前岔路口(鎮海段),側撞,未依規定讓車,死亡0;受傷1,119.598903,23.643544,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-11-03,10:51:00,0,1,澎湖縣
305877,2022-11-03 18:02:00,A2,澎湖縣馬公市光復路與永安街15巷岔路口附近,同向擦撞,違規超車,死亡0;受傷3,119.571861,23.572922,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-11-03,18:02:00,0,3,澎湖縣
305924,2022-11-03 18:45:00,A2,澎湖縣馬公市縣203線 3公里750.0公尺處東側向外側,側撞,迴轉未依規定,死亡0;受傷1,119.594819,23.568942,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-11-03,18:45:00,0,1,澎湖縣
306305,2022-11-04 08:01:00,A2,澎湖縣馬公市中華路353號北側,側撞,迴轉未依規定,死亡0;受傷1,119.579324,23.571477,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-11-04,08:01:00,0,1,澎湖縣
307336,2022-11-05 02:16:00,A2,澎湖縣馬公市海埔路舊發電廠前岔路口附近,路上翻車、摔倒,酒醉(後)駕駛失控,死亡0;受傷1,119.570644,23.567488,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-05,02:16:00,0,1,澎湖縣
308022,2022-11-05 17:08:00,A2,澎湖縣馬公市東文里新店路口 / 澎湖縣馬公市東文里文山路口,同向擦撞,右轉彎未依規定,死亡0;受傷1,119.585456,23.563684,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-11-05,17:08:00,0,1,澎湖縣
308147,2022-11-05 18:45:00,A2,澎湖縣馬公市澎21號線 2公里700.0公尺處南側,同向通行中,未注意車前狀態,死亡0;受傷2,119.622764,23.557525,1: 機車 (普通重型); 2: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-11-05,18:45:00,0,2,澎湖縣
308289,2022-11-05 23:01:00,A2,澎湖縣馬公市朝陽里三多路口 / 澎湖縣馬公市朝陽里林森路口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.577459,23.574531,1: 機車 (普通重型); 2: 小客車 (自用); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-11-05,23:01:00,0,2,澎湖縣
308887,2022-11-06 15:55:00,A2,澎湖縣馬公市澎35號道1.6公里處(光榮段),路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.567528,23.576981,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-06,15:55:00,0,1,澎湖縣
311128,2022-11-08 16:52:00,A2,澎湖縣馬公市縣204線 1公里150.0公尺處西側向內側,追撞,未保持行車安全距離,死亡0;受傷1,119.592048,23.562526,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-11-08,16:52:00,0,1,澎湖縣
311726,2022-11-09 07:56:00,A2,澎湖縣馬公市縣205線 5公里600.0公尺處東側向外側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.589919,23.554551,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-09,07:56:00,0,1,澎湖縣
311858,2022-11-09 09:04:00,A2,澎湖縣馬公市陽明里同和路6號前0.0公尺口,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.576438,23.571765,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-09,09:04:00,0,1,澎湖縣
314389,2022-11-11 08:54:00,A2,澎湖縣馬公市東文里新營路553號前0.0公尺北側,側撞,未依規定讓車,死亡0;受傷1,119.579923,23.563443,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-11-11,08:54:00,0,1,澎湖縣
316043,2022-11-12 14:11:00,A2,澎湖縣馬公市重慶里民生路口 / 澎湖縣馬公市重慶里文化路口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.567314,23.567426,1: 小客車 (自用); 2: 機車 (普通重型); 3: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-11-12,14:11:00,0,2,澎湖縣
316623,2022-11-13 04:10:00,A2,澎湖縣馬公市新營路魚市場前岔路口附近,追撞,未注意車前狀態,死亡0;受傷1,119.576549,23.566333,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-11-13,04:10:00,0,1,澎湖縣
316637,2022-11-13 06:03:00,A2,澎湖縣馬公市縣道203線與縣道202線岔路口,側撞,未依規定讓車,死亡0;受傷1,119.598569,23.56896,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-11-13,06:03:00,0,1,澎湖縣
317153,2022-11-13 15:29:00,A2,澎湖縣湖西鄉縣202線 7公里東側向外側,衝出路外,未注意車前狀態,死亡0;受傷2,119.655396,23.583859,1: 小客車 (自用); 2:  (); 3:  (); 4:  (); 5: 人 (乘客),,,自用,乘客,,,,,,,,,,,2022-11-13,15:29:00,0,2,澎湖縣
317339,2022-11-13 18:00:00,A2,澎湖縣馬公市山水里55之70號東側50公尺處道路,路上翻車、摔倒,酒醉(後)駕駛失控,死亡0;受傷1,119.595179,23.518556,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-13,18:00:00,0,1,澎湖縣
319490,2022-11-15 14:55:00,A2,澎湖縣馬公市重光里後窟潭14之7號前岔路口,側撞,未依規定讓車,死亡0;受傷2,119.571263,23.582409,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-11-15,14:55:00,0,2,澎湖縣
320681,2022-11-16 15:07:00,A2,澎湖縣馬公市縣205線 3公里900.0公尺處南側向外側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.577691,23.556147,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-16,15:07:00,0,1,澎湖縣
320755,2022-11-16 16:22:00,A2,澎湖縣馬公市光復路口 / 澎湖縣馬公市樹德路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.568299,23.568765,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-11-16,16:22:00,0,1,澎湖縣
321862,2022-11-17 14:52:00,A2,澎湖縣馬公市中興里民生路口 / 澎湖縣馬公市中興里文化路口,對向擦撞,左轉彎未依規定,死亡0;受傷1,119.567318,23.567474,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-11-17,14:52:00,0,1,澎湖縣
322199,2022-11-17 18:49:00,A2,澎湖縣馬公市朝陽里三多路口 / 澎湖縣馬公市朝陽里文昌街口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.579136,23.57428,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-11-17,18:49:00,0,2,澎湖縣
322517,2022-11-18 07:26:00,A2,澎湖縣馬公市西文里縣204線道路口 / 澎湖縣馬公市西文里新店北路口,追撞,未保持行車安全距離,死亡0;受傷4,119.587418,23.564901,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客); 4: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-11-18,07:26:00,0,4,澎湖縣
322885,2022-11-18 11:11:00,A2,澎湖縣馬公市縣204線 3公里750.0公尺處西側向外側,側撞,右轉彎未依規定,死亡0;受傷1,119.612399,23.551568,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型); 3: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-11-18,11:11:00,0,1,澎湖縣
324519,2022-11-19 16:05:00,A2,澎湖縣馬公市信義路口 / 澎湖縣馬公市自立路口,側撞,未依規定讓車,死亡0;受傷1,119.568566,23.572602,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-11-19,16:05:00,0,1,澎湖縣
325030,2022-11-20 08:38:00,A2,澎湖縣馬公市縣204線道口 / 澎湖縣馬公市澎25號道口,側撞,左轉彎未依規定,死亡0;受傷1,119.619873,23.548679,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-11-20,08:38:00,0,1,澎湖縣
